title	closest neighbor(s)	description	perfect k-mer	imperfect k-mer	length difference
Uniq0958;size=3;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq0964;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq0969;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq0976;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq0982;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq0989;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq0993;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq0999;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1003;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1014;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1015;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1020;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1029;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1032;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1035;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1049;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1051;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1058;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1065;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1081;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1087;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1093;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1100;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1102;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq1103;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1105;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1120;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1125;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1134;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1137;size=2;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq1141;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1142;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1144;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1169;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1170;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1184;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1185;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1195;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1215;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1216;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1228;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	1	0
Uniq1230;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1235;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1243;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1244;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1250;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1253;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1254;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1259;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq1260;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1263;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1291;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1320;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1321;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1325;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1331;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1339;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1358;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1365;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1370;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1374;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1375;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1376;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1381;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1382;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1383;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1396;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1397;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1398;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1407;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1411;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1412;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1418;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1431;size=2;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq1433;size=2;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq1440;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1442;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1451;size=2;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1498;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1546;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1573;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq1615;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq1620;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1629;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1632;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1724;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1734;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1737;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1779;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1813;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq1834;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq1839;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq1849;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq1865;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq1898;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq1922;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	1
Uniq1938;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq1952;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1957;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq1970;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq1976;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq2061;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	1
Uniq2137;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2147;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2153;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2192;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq2225;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2256;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2284;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq2298;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2299;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq2392;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2420;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq2429;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2439;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	1
Uniq2486;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq2490;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq2491;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2506;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	1
Uniq2520;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2524;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq2563;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq2570;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq2602;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2606;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq2630;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq2695;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2696;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2711;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq2740;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2741;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq2749;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2750;size=1;	Uniq0001;size=9688;	NOISY VARIANT	0	0	0
Uniq2879;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq2893;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2894;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq2896;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq2924;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq2939;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq2955;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq2979;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq2986;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3003;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq3014;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq3075;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3081;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq3085;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq3101;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq3106;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq3112;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq3118;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3119;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3140;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq3179;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3217;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq3255;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq3259;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq3270;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3284;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq3285;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3370;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3391;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3415;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3494;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3505;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3507;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq3510;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3514;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3523;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3529;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3532;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3547;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq3583;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq3617;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq3621;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3634;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3635;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq3654;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3661;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3672;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3682;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	1	0
Uniq3688;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq3703;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq3719;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3759;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3767;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq3770;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq3780;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq3787;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3789;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3803;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3813;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq3814;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq3815;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq3845;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq3852;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	1
Uniq3885;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq3929;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	1	1
Uniq3933;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq3946;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq4014;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq4017;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4048;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4053;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4057;size=1;	Uniq0001;size=9688;	NOISY VARIANT	0	0	0
Uniq4091;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq4099;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4116;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq4166;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4181;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq4218;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq4220;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4261;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq4290;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4306;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	1
Uniq4316;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4325;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq4327;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq4351;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4369;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq4371;size=1;	Uniq0001;size=9688;	NOISY VARIANT	0	0	0
Uniq4376;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4443;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4450;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq4460;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4464;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq4477;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq4480;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4517;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq4551;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4559;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq4580;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4590;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4592;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq4605;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4609;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4653;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4659;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq4662;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4663;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4669;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq4677;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4740;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4742;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4745;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4783;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4819;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq4821;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq4845;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4846;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq4855;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4874;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4878;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	1
Uniq4887;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq4892;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4902;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4912;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4917;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq4918;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq4953;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq4955;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4981;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq4989;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5003;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq5009;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq5043;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5050;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5073;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq5104;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5108;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	1
Uniq5116;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq5128;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5192;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5198;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5202;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5240;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq5241;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	1
Uniq5249;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5270;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5273;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq5278;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5334;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5335;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5343;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq5378;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5428;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq5430;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5459;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5460;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5485;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5516;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq5537;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq5553;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq5565;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5574;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	0
Uniq5587;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq5645;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq5654;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5662;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5664;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	2	0
Uniq5718;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	0	1
Uniq5736;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5764;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5781;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	4	1
Uniq5818;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5848;size=1;	Uniq0001;size=9688;	NOISY VARIANT	1	3	0
Uniq5886;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5897;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	0	0
Uniq5912;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5917;size=1;	Uniq0001;size=9688;	NOISY VARIANT	2	4	0
Uniq5924;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5933;size=1;	Uniq0001;size=9688;	NOISY VARIANT	3	3	0
Uniq5940;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq5945;size=1;	Uniq0001;size=9688;	NOISY VARIANT	4	2	0
Uniq0001;size=9688;	*	VARIANT	*	*	*
Uniq0013;size=78;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq0027;size=32;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq0031;size=30;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq0050;size=23;	Uniq0002;size=3835;	NOISY VARIANT	2	0	1
Uniq0062;size=22;	Uniq0002;size=3835;	NOISY VARIANT	2	4	1
Uniq0101;size=18;	Uniq0002;size=3835;	NOISY VARIANT	2	0	1
Uniq0133;size=15;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq0143;size=14;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq0166;size=13;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0172;size=13;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0174;size=12;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0175;size=12;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0183;size=12;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq0197;size=11;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq0199;size=11;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq0204;size=11;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0205;size=11;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0206;size=11;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq0219;size=10;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq0222;size=10;	Uniq0002;size=3835;	NOISY VARIANT	3	1	0
Uniq0227;size=10;	Uniq0002;size=3835;	NOISY VARIANT	2	4	0
Uniq0229;size=10;	Uniq0002;size=3835;	NOISY VARIANT	4	2	0
Uniq0231;size=10;	Uniq0002;size=3835;	NOISY VARIANT	4	0	0
Uniq0236;size=9;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
Uniq0239;size=9;	Uniq0002;size=3835;	NOISY VARIANT	3	3	0
